collecting all words and their counts
PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
PROGRESS: at 67.48% examples, 896180 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 67.97% examples, 896546 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 68.45% examples, 896714 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 68.93% examples, 897051 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 69.38% examples, 896785 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 69.78% examples, 896025 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 70.22% examples, 895307 words/s, in_qsize 62, out_qsize 2
PROGRESS: at 70.65% examples, 894932 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 71.07% examples, 894413 words/s, in_qsize 63, out_qsize 1
PROGRESS: at 71.51% examples, 894160 words/s, in_qsize 63, out_qsize 1
PROGRESS: at 71.90% examples, 893416 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 72.30% examples, 892607 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 72.76% examples, 892318 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 73.19% examples, 891801 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 73.58% examples, 891010 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 74.01% examples, 890698 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 74.44% examples, 890245 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 74.84% examples, 889673 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 75.29% examples, 889552 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 75.72% examples, 889030 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 76.15% examples, 888467 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 76.61% examples, 888210 words/s, in_qsize 63, out_qsize 2
PROGRESS: at 77.06% examples, 888099 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 77.49% examples, 887760 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 77.92% examples, 887508 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 78.31% examples, 886650 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 78.77% examples, 886472 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 79.17% examples, 885787 words/s, in_qsize 60, out_qsize 5
PROGRESS: at 79.64% examples, 886085 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 80.10% examples, 886000 words/s, in_qsize 63, out_qsize 1
PROGRESS: at 80.54% examples, 885826 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 80.97% examples, 885571 words/s, in_qsize 62, out_qsize 2
PROGRESS: at 81.38% examples, 885110 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 81.76% examples, 884223 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 82.17% examples, 883728 words/s, in_qsize 63, out_qsize 2
PROGRESS: at 82.62% examples, 883461 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 83.04% examples, 882957 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 83.50% examples, 883074 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 83.93% examples, 882927 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 84.36% examples, 882408 words/s, in_qsize 59, out_qsize 4
PROGRESS: at 84.77% examples, 882088 words/s, in_qsize 59, out_qsize 4
PROGRESS: at 85.18% examples, 881644 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 85.61% examples, 881191 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 86.04% examples, 881027 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 86.46% examples, 880656 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 86.91% examples, 880528 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 87.31% examples, 880143 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 87.72% examples, 879580 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 88.16% examples, 879297 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 88.58% examples, 878929 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 89.01% examples, 878630 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 89.46% examples, 878506 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 89.90% examples, 878350 words/s, in_qsize 64, out_qsize 1
PROGRESS: at 90.41% examples, 878585 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 90.80% examples, 878167 words/s, in_qsize 59, out_qsize 4
PROGRESS: at 91.24% examples, 877943 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 91.61% examples, 877403 words/s, in_qsize 64, out_qsize 0
PROGRESS: at 92.03% examples, 876974 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 92.42% examples, 876293 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 92.87% examples, 876149 words/s, in_qsize 60, out_qsize 3
PROGRESS: at 93.30% examples, 875825 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 93.72% examples, 875558 words/s, in_qsize 63, out_qsize 1
PROGRESS: at 94.12% examples, 875089 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 94.55% examples, 874890 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 94.94% examples, 874351 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 95.39% examples, 874163 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 95.79% examples, 873609 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 96.23% examples, 873404 words/s, in_qsize 63, out_qsize 1
PROGRESS: at 96.69% examples, 873374 words/s, in_qsize 61, out_qsize 2
PROGRESS: at 97.13% examples, 873357 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 97.53% examples, 872896 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 97.95% examples, 872762 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 98.34% examples, 872260 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 98.77% examples, 872024 words/s, in_qsize 63, out_qsize 0
PROGRESS: at 99.18% examples, 871697 words/s, in_qsize 62, out_qsize 1
PROGRESS: at 99.61% examples, 871631 words/s, in_qsize 62, out_qsize 1
worker thread finished; awaiting finish of 31 more threads
worker thread finished; awaiting finish of 30 more threads
worker thread finished; awaiting finish of 29 more threads
worker thread finished; awaiting finish of 28 more threads
worker thread finished; awaiting finish of 27 more threads
worker thread finished; awaiting finish of 26 more threads
worker thread finished; awaiting finish of 25 more threads
worker thread finished; awaiting finish of 24 more threads
worker thread finished; awaiting finish of 23 more threads
worker thread finished; awaiting finish of 22 more threads
worker thread finished; awaiting finish of 21 more threads
worker thread finished; awaiting finish of 20 more threads
worker thread finished; awaiting finish of 19 more threads
worker thread finished; awaiting finish of 18 more threads
worker thread finished; awaiting finish of 17 more threads
worker thread finished; awaiting finish of 16 more threads
worker thread finished; awaiting finish of 15 more threads
worker thread finished; awaiting finish of 14 more threads
worker thread finished; awaiting finish of 13 more threads
worker thread finished; awaiting finish of 12 more threads
worker thread finished; awaiting finish of 11 more threads
worker thread finished; awaiting finish of 10 more threads
worker thread finished; awaiting finish of 9 more threads
worker thread finished; awaiting finish of 8 more threads
worker thread finished; awaiting finish of 7 more threads
worker thread finished; awaiting finish of 6 more threads
worker thread finished; awaiting finish of 5 more threads
worker thread finished; awaiting finish of 4 more threads
worker thread finished; awaiting finish of 3 more threads
worker thread finished; awaiting finish of 2 more threads
worker thread finished; awaiting finish of 1 more threads
worker thread finished; awaiting finish of 0 more threads
training on 200410155 raw words (195299586 effective words) took 224.0s, 871847 effective words/s
saving Word2Vec object under datasets/QL-unannotated-data-subtaskA.w2v-0, separately None
storing np array 'syn0' to datasets/QL-unannotated-data-subtaskA.w2v-0.wv.syn0.npy
not storing attribute syn0norm
not storing attribute cum_table
storing np array 'syn1neg' to datasets/QL-unannotated-data-subtaskA.w2v-0.syn1neg.npy
saved datasets/QL-unannotated-data-subtaskA.w2v-0
loading Word2Vec object from datasets/QL-unannotated-data-subtaskA.w2v-0
loading wv recursively from datasets/QL-unannotated-data-subtaskA.w2v-0.wv.* with mmap=r
loading syn0 from datasets/QL-unannotated-data-subtaskA.w2v-0.wv.syn0.npy with mmap=r
setting ignored attribute syn0norm to None
loading syn1neg from datasets/QL-unannotated-data-subtaskA.w2v-0.syn1neg.npy with mmap=r
setting ignored attribute cum_table to None
loaded datasets/QL-unannotated-data-subtaskA.w2v-0
Time elapsed: 0:05:10.551289
Number of terms in the model: 466585
