collecting all words and their counts
PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
PROGRESS: at 53.02% examples, 686118 words/s, in_qsize 124, out_qsize 3
PROGRESS: at 53.42% examples, 686319 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 53.73% examples, 685889 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 54.05% examples, 685538 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 54.42% examples, 685596 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 54.77% examples, 685436 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 55.14% examples, 685326 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 55.51% examples, 685408 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 55.86% examples, 684997 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 56.23% examples, 685050 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 56.59% examples, 684999 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 56.97% examples, 684958 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 57.30% examples, 684600 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 57.64% examples, 684509 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 57.98% examples, 684247 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 58.32% examples, 684151 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 58.71% examples, 684447 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 59.03% examples, 683830 words/s, in_qsize 126, out_qsize 2
PROGRESS: at 59.37% examples, 683747 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 59.72% examples, 683617 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 60.10% examples, 683888 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 60.50% examples, 684237 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 60.84% examples, 684076 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 61.16% examples, 683729 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 61.50% examples, 683516 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 61.89% examples, 683816 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 62.24% examples, 683652 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 62.60% examples, 683476 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 62.97% examples, 683491 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 63.32% examples, 683556 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 63.67% examples, 683548 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 64.02% examples, 683404 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 64.37% examples, 683323 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 64.75% examples, 683232 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 65.10% examples, 683338 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 65.49% examples, 683501 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 65.82% examples, 683202 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 66.16% examples, 683100 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 66.52% examples, 683111 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 66.89% examples, 683147 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 67.20% examples, 682807 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 67.55% examples, 682825 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 67.89% examples, 682440 words/s, in_qsize 126, out_qsize 4
PROGRESS: at 68.27% examples, 682625 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 68.64% examples, 682603 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 68.99% examples, 682538 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 69.34% examples, 682428 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 69.68% examples, 682071 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 70.09% examples, 682281 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 70.42% examples, 682002 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 70.78% examples, 682075 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 71.14% examples, 681899 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 71.48% examples, 681952 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 71.85% examples, 681742 words/s, in_qsize 124, out_qsize 3
PROGRESS: at 72.21% examples, 681669 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 72.60% examples, 681788 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 72.95% examples, 681650 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 73.33% examples, 681656 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 73.69% examples, 681694 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 74.02% examples, 681494 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 74.39% examples, 681339 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 74.73% examples, 681243 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 75.10% examples, 681349 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 75.48% examples, 681442 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 75.82% examples, 681248 words/s, in_qsize 127, out_qsize 2
PROGRESS: at 76.19% examples, 681140 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 76.54% examples, 681002 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 76.90% examples, 681014 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 77.23% examples, 680830 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 77.58% examples, 680784 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 77.91% examples, 680634 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 78.24% examples, 680359 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 78.61% examples, 680388 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 78.99% examples, 680424 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 79.32% examples, 680192 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 79.67% examples, 680218 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 80.03% examples, 680218 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 80.39% examples, 680209 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 80.77% examples, 680378 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 81.12% examples, 680296 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 81.49% examples, 680381 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 81.82% examples, 680203 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 82.16% examples, 680116 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 82.51% examples, 680037 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 82.87% examples, 679987 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 83.24% examples, 680036 words/s, in_qsize 124, out_qsize 3
PROGRESS: at 83.58% examples, 679929 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 83.92% examples, 679840 words/s, in_qsize 126, out_qsize 2
PROGRESS: at 84.28% examples, 679787 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 84.62% examples, 679796 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 85.02% examples, 680095 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 85.35% examples, 679780 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 85.76% examples, 680146 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 86.07% examples, 679908 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 86.41% examples, 679940 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 86.76% examples, 679813 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 87.10% examples, 679767 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 87.42% examples, 679455 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 87.82% examples, 679799 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 88.15% examples, 679551 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 88.53% examples, 679730 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 88.85% examples, 679465 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 89.20% examples, 679372 words/s, in_qsize 121, out_qsize 6
PROGRESS: at 89.57% examples, 679511 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 89.98% examples, 679600 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 90.34% examples, 679627 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 90.65% examples, 679329 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 91.02% examples, 679419 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 91.36% examples, 679386 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 91.68% examples, 679235 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 92.08% examples, 679476 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 92.40% examples, 679127 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 92.74% examples, 678906 words/s, in_qsize 127, out_qsize 1
PROGRESS: at 93.11% examples, 678779 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 93.52% examples, 679173 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 93.85% examples, 679143 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 94.21% examples, 679185 words/s, in_qsize 126, out_qsize 2
PROGRESS: at 94.56% examples, 679059 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 94.92% examples, 679069 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 95.30% examples, 679180 words/s, in_qsize 127, out_qsize 0
PROGRESS: at 95.62% examples, 678846 words/s, in_qsize 128, out_qsize 0
PROGRESS: at 96.01% examples, 679006 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 96.39% examples, 679118 words/s, in_qsize 125, out_qsize 2
PROGRESS: at 96.78% examples, 679181 words/s, in_qsize 127, out_qsize 2
PROGRESS: at 97.11% examples, 679146 words/s, in_qsize 127, out_qsize 2
PROGRESS: at 97.46% examples, 679041 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 97.83% examples, 679136 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 98.19% examples, 679150 words/s, in_qsize 126, out_qsize 1
PROGRESS: at 98.53% examples, 679133 words/s, in_qsize 128, out_qsize 1
PROGRESS: at 98.85% examples, 678857 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 99.24% examples, 679083 words/s, in_qsize 128, out_qsize 2
PROGRESS: at 99.62% examples, 679325 words/s, in_qsize 76, out_qsize 0
worker thread finished; awaiting finish of 63 more threads
worker thread finished; awaiting finish of 62 more threads
worker thread finished; awaiting finish of 61 more threads
worker thread finished; awaiting finish of 60 more threads
worker thread finished; awaiting finish of 59 more threads
worker thread finished; awaiting finish of 58 more threads
worker thread finished; awaiting finish of 57 more threads
worker thread finished; awaiting finish of 56 more threads
worker thread finished; awaiting finish of 55 more threads
worker thread finished; awaiting finish of 54 more threads
worker thread finished; awaiting finish of 53 more threads
worker thread finished; awaiting finish of 52 more threads
worker thread finished; awaiting finish of 51 more threads
worker thread finished; awaiting finish of 50 more threads
worker thread finished; awaiting finish of 49 more threads
worker thread finished; awaiting finish of 48 more threads
worker thread finished; awaiting finish of 47 more threads
worker thread finished; awaiting finish of 46 more threads
worker thread finished; awaiting finish of 45 more threads
worker thread finished; awaiting finish of 44 more threads
worker thread finished; awaiting finish of 43 more threads
worker thread finished; awaiting finish of 42 more threads
worker thread finished; awaiting finish of 41 more threads
worker thread finished; awaiting finish of 40 more threads
worker thread finished; awaiting finish of 39 more threads
worker thread finished; awaiting finish of 38 more threads
worker thread finished; awaiting finish of 37 more threads
worker thread finished; awaiting finish of 36 more threads
worker thread finished; awaiting finish of 35 more threads
worker thread finished; awaiting finish of 34 more threads
worker thread finished; awaiting finish of 33 more threads
worker thread finished; awaiting finish of 32 more threads
worker thread finished; awaiting finish of 31 more threads
worker thread finished; awaiting finish of 30 more threads
worker thread finished; awaiting finish of 29 more threads
worker thread finished; awaiting finish of 28 more threads
worker thread finished; awaiting finish of 27 more threads
worker thread finished; awaiting finish of 26 more threads
worker thread finished; awaiting finish of 25 more threads
worker thread finished; awaiting finish of 24 more threads
worker thread finished; awaiting finish of 23 more threads
worker thread finished; awaiting finish of 22 more threads
worker thread finished; awaiting finish of 21 more threads
worker thread finished; awaiting finish of 20 more threads
worker thread finished; awaiting finish of 19 more threads
worker thread finished; awaiting finish of 18 more threads
worker thread finished; awaiting finish of 17 more threads
worker thread finished; awaiting finish of 16 more threads
worker thread finished; awaiting finish of 15 more threads
worker thread finished; awaiting finish of 14 more threads
worker thread finished; awaiting finish of 13 more threads
worker thread finished; awaiting finish of 12 more threads
worker thread finished; awaiting finish of 11 more threads
worker thread finished; awaiting finish of 10 more threads
worker thread finished; awaiting finish of 9 more threads
worker thread finished; awaiting finish of 8 more threads
worker thread finished; awaiting finish of 7 more threads
worker thread finished; awaiting finish of 6 more threads
worker thread finished; awaiting finish of 5 more threads
worker thread finished; awaiting finish of 4 more threads
worker thread finished; awaiting finish of 3 more threads
worker thread finished; awaiting finish of 2 more threads
worker thread finished; awaiting finish of 1 more threads
worker thread finished; awaiting finish of 0 more threads
training on 200410155 raw words (192534676 effective words) took 283.0s, 680233 effective words/s
saving Word2Vec object under datasets/QL-unannotated-data-subtaskA.w2v, separately None
storing np array 'syn0' to datasets/QL-unannotated-data-subtaskA.w2v.wv.syn0.npy
not storing attribute syn0norm
storing np array 'syn1neg' to datasets/QL-unannotated-data-subtaskA.w2v.syn1neg.npy
not storing attribute cum_table
saved datasets/QL-unannotated-data-subtaskA.w2v
loading Word2Vec object from datasets/QL-unannotated-data-subtaskA.w2v
loading wv recursively from datasets/QL-unannotated-data-subtaskA.w2v.wv.* with mmap=r
loading syn0 from datasets/QL-unannotated-data-subtaskA.w2v.wv.syn0.npy with mmap=r
setting ignored attribute syn0norm to None
loading syn1neg from datasets/QL-unannotated-data-subtaskA.w2v.syn1neg.npy with mmap=r
setting ignored attribute cum_table to None
loaded datasets/QL-unannotated-data-subtaskA.w2v
Time elapsed: 9:57:21.402082
Number of terms in the model: 104443
